id,group_name,sb_id,side,display_order,created_by,updated_by,created_at,updated_at,deleted_at,for_inventory,for_articulation,middle
5,Arm,148,false,3,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,false
4,Arm,93,false,2,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,false
3,Arm,37,false,1,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,false
10,Arm and Shoulder,12,false,2,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,false
9,Arm and Shoulder,148,false,3,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,false
8,Arm and Shoulder,93,false,2,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,false
7,Arm and Shoulder,37,false,1,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,false
6,Arm and Shoulder,117,false,1,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,false
56,Cervical vertebrae,11,false,7,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,true
50,Cervical vertebrae,4,false,1,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,true
51,Cervical vertebrae,5,false,2,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,true
52,Cervical vertebrae,6,false,3,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,true
53,Cervical vertebrae,7,false,4,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,true
54,Cervical vertebrae,8,false,5,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,true
55,Cervical vertebrae,9,false,6,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,false,true
81,Foot,75,false,4,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
83,Foot,118,false,6,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
84,Foot,126,false,7,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
85,Foot,69,false,8,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
87,Foot,71,false,10,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
89,Foot,73,false,12,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
90,Foot,88,false,13,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
91,Foot,89,false,14,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
92,Foot,90,false,15,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
93,Foot,91,false,16,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
96,Foot,46,false,19,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
95,Foot,45,false,18,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
97,Foot,47,false,20,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
98,Foot,48,false,21,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
99,Foot,25,false,22,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
100,Foot,26,false,23,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
101,Foot,27,false,24,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
102,Foot,28,false,25,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
80,Foot,124,false,3,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
78,Foot,2,false,1,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
88,Foot,72,false,11,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
103,Foot,29,false,26,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
94,Foot,92,false,17,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
86,Foot,70,false,9,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
82,Foot,34,false,5,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
79,Foot,19,false,2,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
26,Hand,85,false,16,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
35,Hand,22,false,25,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
18,Hand,36,false,8,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
20,Hand,65,false,10,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
21,Hand,66,false,11,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
22,Hand,67,false,12,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
23,Hand,68,false,13,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
24,Hand,83,false,14,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
25,Hand,84,false,15,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
27,Hand,86,false,17,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
28,Hand,87,false,18,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
29,Hand,41,false,19,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
30,Hand,42,false,20,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
31,Hand,43,false,21,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
32,Hand,44,false,22,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
33,Hand,20,false,23,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
36,Hand,23,false,26,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
37,Hand,24,false,27,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
11,Hand,116,false,1,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
12,Hand,59,false,2,System,System,2018-12-08 16:50:21,2019-12-27 05:08:56,,true,true,false
