id,sb_id,user_id,org_id,project_id,reviewer_id,accession_number,provenance1,provenance2,designator,side,completeness,measured,dna_sampled,ct_scanned,xray_scanned,clavicle_triage,inventoried,reviewed,external_id,individual_number,inventoried_at,reviewed_at,created_by,updated_by,created_at,updated_at,deleted_at,consolidated_an,isotope_sampled,count,mass,bone_group,bone_group_id
23093,170,18,2,2,,CIL 2003-116,G-43,X-231E,1,Unsided,Complete,false,false,false,false,false,false,false,,,,,Stephanie Fuehr,Stephanie Fuehr,2019-01-07 18:31:45,2019-01-07 18:31:45,,,false,,,,
23092,18,18,2,2,,CIL 2003-116,G-43,X-231E,107,Middle,Incomplete,false,false,false,false,false,false,false,,,,,Stephanie Fuehr,Stephanie Fuehr,2019-01-07 18:27:26,2019-01-07 18:27:26,,,false,,,,
23091,18,18,2,2,,CIL 2003-116,G-43,X-231E,106,Right,Incomplete,false,false,false,false,false,false,false,,,,,Stephanie Fuehr,Stephanie Fuehr,2019-01-07 18:25:09,2019-01-07 18:25:09,,,false,,,,
23090,18,18,2,2,,CIL 2003-116,G-43,X-231E,105,Left,Incomplete,false,false,false,false,false,false,false,,,,,Stephanie Fuehr,Stephanie Fuehr,2019-01-07 18:03:00,2019-01-07 18:03:00,,,false,,,,
23089,18,18,2,2,,CIL 2003-116,G-43,X-231E,104,Right,Incomplete,false,false,false,false,false,false,false,,,,,Stephanie Fuehr,Stephanie Fuehr,2019-01-07 18:01:17,2019-01-07 18:01:17,,,false,,,,
23088,149,18,2,2,,CIL 2003-116,G-13,X-299P,105,Unsided,Incomplete,false,false,false,false,false,false,false,,,,,Stephanie Fuehr,Stephanie Fuehr,2019-01-07 18:00:03,2019-01-07 18:00:03,,,false,,,,
23087,18,18,2,2,,CIL 2003-116,G-13,X-299P,104,Middle,Incomplete,false,false,false,false,false,false,false,,,,,Stephanie Fuehr,Stephanie Fuehr,2019-01-07 17:38:08,2019-01-07 17:38:31,,,false,,,,
23086,18,18,2,2,,CIL 2003-116,G-13,X-299P,103,Left,Incomplete,false,false,false,false,false,false,false,,,,,Stephanie Fuehr,Stephanie Fuehr,2019-01-07 16:57:20,2019-01-07 17:35:40,,,false,,,,
10677,32,1,2,2,,CIL 2003-116,G-37,X-237ABDEFG,406,Left,Complete,true,true,false,false,false,true,false,,,,,System,Carrie Legarde,2018-04-29 18:47:59,2019-01-07 02:22:00,,,false,,,,
10672,32,1,2,2,,CIL 2003-116,G-37,X-237ABDEFG,401,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-103,,,System,Carrie Legarde,2018-04-29 18:47:59,2019-01-07 02:21:35,,,false,,,,
10671,148,1,2,2,,CIL 2003-116,G-37,X-237ABDEFG,222,Right,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-160,,,System,Carrie Legarde,2018-04-29 18:47:59,2019-01-05 17:46:40,,,false,,,,
12404,18,1,2,2,,CIL 2003-116,G-43,X-231A,101,Middle,Complete,false,true,false,false,false,true,false,,CIL 2003-116-I-184,,,System,Carrie Legarde,2018-04-29 18:48:45,2019-01-05 17:46:06,,,false,,,,
11900,32,1,2,2,,CIL 2003-116,G-41,X-220C,401,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-242,,,System,Kaitlin East,2018-04-29 18:48:21,2019-01-03 19:43:45,,,false,,,,
5890,18,1,2,2,,CIL 2003-116,G-23,X-262D,101,Middle,Incomplete,false,true,false,false,false,true,false,,CIL 2003-116-I-242,,,System,Kaitlin East,2018-04-29 18:46:00,2019-01-03 19:42:58,,,false,,,,
4616,61,1,2,2,,CIL 2003-116,G-17,X-264J,102,Middle,Complete,false,true,false,false,false,true,false,,CIL 2003-116-I-242,,,System,Kaitlin East,2018-04-29 18:45:37,2019-01-03 19:41:59,,,false,,,,
4653,77,1,2,2,,CIL 2003-116,G-16,X-259G,901,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-242,,,System,Kaitlin East,2018-04-29 18:45:37,2019-01-03 19:40:31,,,false,,,,
2102,37,1,2,2,,CIL 2003-116,G-05,X-219F,202,Right,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-242,,,System,Kaitlin East,2018-04-29 18:44:52,2019-01-03 19:39:57,,,false,,,,
2041,148,1,2,2,,CIL 2003-116,G-05,X-219E,205,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-242,,,System,Kaitlin East,2018-04-29 18:44:52,2019-01-03 19:39:25,,,false,,,,
1324,144,1,2,2,,CIL 2003-116,G-01,X-234A,404,Right,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-242,,,System,Kaitlin East,2018-04-29 18:44:27,2019-01-03 19:39:01,,,false,,,,
1323,144,1,2,2,,CIL 2003-116,G-01,X-234A,403,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-242,,,System,Kaitlin East,2018-04-29 18:44:27,2019-01-03 19:38:25,,,false,,,,
11901,32,1,2,2,,CIL 2003-116,G-41,X-220C,402,Right,Complete,true,false,false,false,false,true,false,,CIL 2003-116-I-242,,,System,Kaitlin East,2018-04-29 18:48:21,2019-01-03 19:34:40,,,false,,,,
4733,33,1,2,2,,CIL 2003-116,G-17,X-264I,403,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-140,,,System,Emily Streetman,2018-04-29 18:45:37,2019-01-03 16:30:40,,,false,,,,
8087,77,1,2,2,,CIL 2003-116,G-28,X-13F,902,Right,Complete,true,false,false,false,false,true,false,,CIL 2003-116-I-140,,,System,Emily Streetman,2018-04-29 18:47:13,2019-01-03 16:30:13,,,false,,,,
8086,77,1,2,2,,CIL 2003-116,G-28,X-13F,901,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-140,,,System,Emily Streetman,2018-04-29 18:47:13,2019-01-03 16:29:25,,,false,,,,
2924,93,1,2,2,,CIL 2003-116,G-08,X-223D,203,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-204,,,System,Carrie Legarde,2018-04-29 18:44:52,2019-01-01 22:23:55,,,false,,,,
3145,12,1,2,2,,CIL 2003-116,G-08,X-223G,601,Right,Complete,true,true,false,false,true,true,false,,CIL 2003-116-I-204,,,System,Carrie Legarde,2018-04-29 18:45:15,2019-01-01 22:23:14,,,false,,,,
6562,93,1,2,2,,CIL 2003-116,G-25,X-232B,204,Right,Incomplete,true,true,false,false,false,true,false,,CIL 2003-116-I-204,,,System,Carrie Legarde,2018-04-29 18:46:23,2019-01-01 22:22:30,,,false,,,,
5489,32,1,2,2,,CIL 2003-116,G-21,X-55C,401,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-204,,,System,Carrie Legarde,2018-04-29 18:46:00,2019-01-01 22:21:37,,,false,,,,
12336,18,1,2,2,,CIL 2003-116,G-42,X-260B,101,Middle,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-204,,,System,Carrie Legarde,2018-04-29 18:48:45,2019-01-01 22:20:46,,,false,,,,
9340,77,1,2,2,,CIL 2003-116,G-33,X-240D,901,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-236,,,System,Carrie Legarde,2018-04-29 18:47:35,2019-01-01 22:06:22,,,false,,,,
9537,32,1,2,2,,CIL 2003-116,G-33,X-263G,401,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-236,,,System,Carrie Legarde,2018-04-29 18:47:35,2019-01-01 21:54:51,,,false,,,,
7082,33,1,2,2,,CIL 2003-116,G-26,X-246G,404,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-236,,,System,Carrie Legarde,2018-04-29 18:46:47,2019-01-01 21:53:57,,,false,,,,
4991,61,1,2,2,,CIL 2003-116,G-19,X-266C,103,Middle,Complete,false,true,false,false,false,true,false,,CIL 2003-116-I-236,,,System,Carrie Legarde,2018-04-29 18:45:37,2019-01-01 21:53:19,,,false,,,,
4626,32,1,2,2,,CIL 2003-116,G-16,X-259F,402,Right,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-236,,,System,Carrie Legarde,2018-04-29 18:45:37,2019-01-01 21:52:31,,,false,,,,
4990,18,1,2,2,,CIL 2003-116,G-19,X-266C,102,Middle,Complete,false,true,false,false,false,true,false,,CIL 2003-116-I-236,,,System,Carrie Legarde,2018-04-29 18:45:37,2019-01-01 21:51:48,,,false,,,,
6481,33,1,2,2,,CIL 2003-116,G-24,X-239G,405,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-153,,,System,Carrie Legarde,2018-04-29 18:46:23,2019-01-01 21:40:07,,,false,,,,
3896,144,1,2,2,,CIL 2003-116,G-12,X-252D,403,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-212,,,System,Carrie Legarde,2018-04-29 18:45:15,2019-01-01 21:21:34,,,false,,,,
13551,144,1,2,2,,CIL 2003-116,G-46,X-222C,404,Right,Incomplete,true,true,false,false,false,true,false,,CIL 2003-116-I-212,,,System,Carrie Legarde,2018-04-29 18:49:09,2019-01-01 21:20:48,,,false,,,,
4395,93,1,2,2,,CIL 2003-116,G-15,X-250C,202,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-212,,,System,Carrie Legarde,2018-04-29 18:45:37,2019-01-01 21:20:06,,,false,,,,
6902,18,1,2,2,,CIL 2003-116,G-26,X-246F,101,Middle,Complete,false,true,false,false,false,true,false,,CIL 2003-116-I-212,,,System,Carrie Legarde,2018-04-29 18:46:23,2019-01-01 21:19:28,,,false,,,,
6692,144,1,2,2,,CIL 2003-116,G-25,X-232F,403,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-162,,,System,Carrie Legarde,2018-04-29 18:46:23,2019-01-01 20:56:03,,,false,,,,
12418,37,1,2,2,,CIL 2003-116,G-43,X-231ABDEFG,207,Right,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-162,,,System,Carrie Legarde,2018-04-29 18:48:45,2019-01-01 20:54:54,,,false,,,,
12417,37,1,2,2,,CIL 2003-116,G-43,X-231ABDEFG,206,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-162,,,System,Carrie Legarde,2018-04-29 18:48:45,2019-01-01 20:54:12,,,false,,,,
12241,148,1,2,2,,CIL 2003-116,G-42,X-216E,204,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-162,,,System,Carrie Legarde,2018-04-29 18:48:45,2019-01-01 20:53:33,,,false,,,,
6698,144,1,2,2,,CIL 2003-116,G-25,X-232F,404,Right,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-162,,,System,Carrie Legarde,2018-04-29 18:46:23,2019-01-01 20:52:28,,,false,,,,
6610,32,1,2,2,,CIL 2003-116,G-25,X-232D,401,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-162,,,System,Carrie Legarde,2018-04-29 18:46:23,2019-01-01 20:51:47,,,false,,,,
6447,18,1,2,2,,CIL 2003-116,G-25,X-232D,101,Middle,Complete,false,true,false,false,false,true,false,,CIL 2003-116-I-162,,,System,Carrie Legarde,2018-04-29 18:46:23,2019-01-01 20:51:02,,,false,,,,
6029,33,1,2,2,,CIL 2003-116,G-23,X-262C,404,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-162,,,System,Carrie Legarde,2018-04-29 18:46:23,2019-01-01 20:50:18,,,false,,,,
23076,148,13,2,2,,CIL 2003-116,G-02,X-342,NA3,Right,Complete,false,true,false,false,false,false,false,,,,,Carrie Legarde,Carrie Legarde,2019-01-01 20:40:29,2019-01-01 20:41:08,,,false,,,,
23075,32,13,2,2,,CIL 2003-116,G-02,X-342,NA2,Right,Complete,false,true,false,false,false,false,false,,,,,Carrie Legarde,Carrie Legarde,2019-01-01 20:19:06,2019-01-01 20:19:23,,,false,,,,
23074,37,13,2,2,,CIL 2003-116,G-02,X-342,NA1,Left,Complete,false,true,false,false,false,false,false,,,,,Carrie Legarde,Carrie Legarde,2019-01-01 20:16:27,2019-01-01 20:18:14,,,false,,,,
5410,93,1,2,2,,CIL 2003-116,G-21,X-55A,204,Right,Incomplete,true,true,true,false,false,true,false,,CIL 2003-116-I-187,,,System,Carrie Legarde,2018-04-29 18:46:00,2019-01-01 20:11:29,,,false,,,,
5233,144,1,2,2,,CIL 2003-116,G-20,X-258A,403,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-187,,,System,Carrie Legarde,2018-04-29 18:46:00,2019-01-01 20:09:49,,,false,,,,
4865,33,1,2,2,,CIL 2003-116,G-17,X-264U,405,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-187,,,System,Carrie Legarde,2018-04-29 18:45:37,2019-01-01 20:08:39,,,false,,,,
4529,32,1,2,2,,CIL 2003-116,G-16,X-259B,401,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-187,,,System,Carrie Legarde,2018-04-29 18:45:37,2019-01-01 20:07:37,,,false,,,,
2171,33,1,2,2,,CIL 2003-116,G-06,X-230A,405,Right,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-187,,,System,Carrie Legarde,2018-04-29 18:44:52,2019-01-01 20:04:02,,,false,,,,
4571,144,1,2,2,,CIL 2003-116,G-16,X-259C,403,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-163,,,System,Carrie Legarde,2018-04-29 18:45:37,2018-12-30 19:35:26,,,false,,,,
4649,144,1,2,2,,CIL 2003-116,G-16,X-259G,403,Left,Complete,true,true,true,false,false,true,false,,,,,System,Carrie Legarde,2018-04-29 18:45:37,2018-12-30 19:32:03,,,false,,,,
11962,148,1,2,2,,CIL 2003-116,G-41,X-220D,206,Right,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-206,,,System,Carrie Legarde,2018-04-29 18:48:21,2018-12-30 19:14:12,,,false,,,,
5898,117,1,2,2,,CIL 2003-116,G-22,X-228F,601,Right,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-141,,,System,Lara McCormick,2018-04-29 18:46:00,2018-12-17 22:01:44,,,false,,,,
6891,117,1,2,2,,CIL 2003-116,G-25,X-247E,602,Left,Incomplete,true,true,false,false,false,true,false,,CIL 2003-116-I-141,,,System,Lara McCormick,2018-04-29 18:46:23,2018-12-17 21:59:41,,,false,,,,
13821,33,1,2,2,,CIL 2003-116,G-46,X-241D,404,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:49:09,2018-12-17 15:57:47,,,false,,,,
6962,32,1,2,2,,CIL 2003-116,G-26,X-246A,402,Right,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:46:23,2018-12-17 15:56:26,,,false,,,,
4681,32,1,2,2,,CIL 2003-116,G-17,X-264C,401,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:45:37,2018-12-17 15:55:51,,,false,,,,
3616,93,1,2,2,,CIL 2003-116,G-10,X-256F,205,Right,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:45:15,2018-12-17 15:54:23,,,false,,,,
5064,37,1,2,2,,CIL 2003-116,G-18,X-251H,217,Right,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:46:00,2018-12-17 15:53:30,,,false,,,,
5965,37,1,2,2,,CIL 2003-116,G-23,X-262A,201,Left,Incomplete,true,true,true,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:46:00,2018-12-17 15:52:54,,,false,,,,
5295,117,1,2,2,,CIL 2003-116,G-20,X-258C,601,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:46:00,2018-12-17 15:45:21,,,false,,,,
13138,12,1,2,2,,CIL 2003-116,G-45,X-255A,601,Left,Complete,true,true,false,false,true,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:49:09,2018-12-17 15:35:52,,,false,,,,
4045,33,1,2,2,,CIL 2003-116,G-13,X-299G,403,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:45:37,2018-12-17 15:28:05,,,false,,,,
6085,144,1,2,2,,CIL 2003-116,G-23,X-262F,404,Right,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:46:23,2018-12-17 15:27:29,,,false,,,,
5872,93,1,2,2,,CIL 2003-116,G-22,X-228E,204,Right,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:46:00,2018-12-17 15:26:24,,,false,,,,
11802,37,1,2,2,,CIL 2003-116,G-41,X-220A,202,Right,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:48:21,2018-12-17 15:25:00,,,false,,,,
11801,37,1,2,2,,CIL 2003-116,G-41,X-220A,201,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:48:21,2018-12-17 15:22:33,,,false,,,,
13406,117,1,2,2,,CIL 2003-116,G-45,X-257B,601,Right,Incomplete,true,true,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:49:09,2018-12-17 15:20:00,,,false,,,,
2863,12,1,2,2,,CIL 2003-116,G-08,X-223A,601,Right,Complete,true,true,false,false,true,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:52,2018-12-17 15:18:55,,,false,,,,
8399,77,1,2,2,,CIL 2003-116,G-30,X-229A,902,Right,Complete,true,false,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:47:13,2018-12-17 15:16:08,,,false,,,,
1166,61,1,2,2,,CIL 2003-116,G-34,X-221F,101,Middle,Complete,false,true,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:27,2018-12-17 15:15:27,,,false,,,,
8398,77,1,2,2,,CIL 2003-116,G-30,X-229A,901,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:47:13,2018-12-17 15:15:11,,,false,,,,
5331,18,1,2,2,,CIL 2003-116,G-21,X-55C,101,Middle,Complete,false,true,false,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:46:00,2018-12-17 15:14:33,,,false,,,,
4629,144,1,2,2,,CIL 2003-116,G-16,X-259F,404,Right,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:45:37,2018-12-17 15:14:06,,,false,,,,
3342,144,1,2,2,,CIL 2003-116,G-09,X-247D,403,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:45:15,2018-12-17 15:13:42,,,false,,,,
3137,4,1,2,2,,CIL 2003-116,G-09,X-245F,801,Middle,Complete,false,true,false,false,false,true,false,,CIL 2003-116-I-230,,,System,Nandar Yukyi,2018-04-29 18:45:15,2018-12-17 15:11:18,,,false,,,,
3195,144,1,2,2,,CIL 2003-116,G-09,X-242D,403,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:45:15,2018-12-17 15:10:43,,,false,,,,
1912,17,1,2,2,,CIL 2003-116,G-05,X-219E,904,Middle,Complete,false,false,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:27,2018-12-17 15:05:56,,,false,,,,
2087,115,1,2,2,,CIL 2003-116,G-05,X-219E,903,Middle,Complete,true,false,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:52,2018-12-17 15:05:11,,,false,,,,
2084,77,1,2,2,,CIL 2003-116,G-05,X-219E,902,Right,Complete,true,false,true,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:52,2018-12-17 15:04:31,,,false,,,,
2083,77,1,2,2,,CIL 2003-116,G-05,X-219E,901,Left,Complete,true,true,true,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:52,2018-12-17 15:03:33,,,false,,,,
1908,58,1,2,2,,CIL 2003-116,G-05,X-219E,821,Middle,Complete,false,false,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:27,2018-12-17 15:03:11,,,false,,,,
1907,56,1,2,2,,CIL 2003-116,G-05,X-219E,820,Middle,Complete,false,false,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:27,2018-12-17 15:02:48,,,false,,,,
1906,54,1,2,2,,CIL 2003-116,G-05,X-219E,819,Middle,Complete,false,false,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:27,2018-12-17 15:02:33,,,false,,,,
1904,50,1,2,2,,CIL 2003-116,G-05,X-219E,817,Middle,Complete,false,false,false,false,false,true,false,,CIL 2003-116-I-229,,,System,Nandar Yukyi,2018-04-29 18:44:27,2018-12-17 15:01:21,,,false,,,,
12372,12,1,2,2,,CIL 2003-116,G-42,X-260C,601,Left,Complete,true,true,false,false,true,true,false,,CIL 2003-116-I-76,,,System,Audrey Schaefer,2018-04-29 18:48:45,2018-12-17 15:01:21,,,false,,,,
9180,117,1,2,2,,CIL 2003-116,G-33,X-240B,602,Left,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:47:35,2018-12-08 17:02:26,,,false,,,,
9123,117,1,2,2,,CIL 2003-116,G-33,X-240A,604,Right,Incomplete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:47:35,2018-12-08 17:02:25,,,false,,,,
8661,18,1,2,2,,CIL 2003-116,G-31,X-238F,101,Middle,Complete,true,true,false,true,false,true,false,,CIL 2003-116-I-46,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:47:13,2018-12-08 17:02:18,,,false,,,,
8561,32,1,2,2,,CIL 2003-116,G-31,X-238B,402,Right,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:47:13,2018-12-08 17:02:17,,,false,,,,
8318,77,1,2,2,,CIL 2003-116,G-29,X-254F,902,Left,Incomplete,true,false,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:47:13,2018-12-08 17:02:13,,,false,,,,
8314,117,1,2,2,,CIL 2003-116,G-29,X-254F,601,Left,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:47:13,2018-12-08 17:02:13,,,false,,,,
8259,37,1,2,2,,CIL 2003-116,G-29,X-254E,201,Right,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:47:13,2018-12-08 17:02:11,,,false,,,,
8240,117,1,2,2,,CIL 2003-116,G-29,X-254C,601,Left,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:47:13,2018-12-08 17:02:10,,,false,,,,
8052,77,1,2,2,,CIL 2003-116,G-28,X-13G,901,Left,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:47:13,2018-12-08 17:02:06,,,false,,,,
7621,77,1,2,2,,CIL 2003-116,G-28,X-13B,903,Right,Incomplete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:57,,,false,,,,
7514,71,1,2,2,,CIL 2003-116,G-28,X-13B,520,Right,Complete,true,false,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:56,,,false,,,,
7474,64,1,2,2,,CIL 2003-116,G-28,X-13B,313,Left,Complete,true,false,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:55,,,false,,,,
7457,37,1,2,2,,CIL 2003-116,G-28,X-13B,203,Right,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:55,,,false,,,,
7313,37,1,2,2,,CIL 2003-116,G-28,X-13A,203,Right,Incomplete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:50,,,false,,,,
7277,117,1,2,2,,CIL 2003-116,G-27,X-184G,603,Right,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:48,,,false,,,,
7276,117,1,2,2,,CIL 2003-116,G-27,X-184G,602,Left,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:48,,,false,,,,
7218,37,1,2,2,,CIL 2003-116,G-27,X-184F,202,Right,Complete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:48,,,false,,,,
7122,77,1,2,2,,CIL 2003-116,G-27,X-184C,901,Left,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-231,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:46,,,false,,,,
7131,32,1,2,2,,CIL 2003-116,G-27,X-184D,402,Right,Complete,true,false,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:46,,,false,,,,
7034,32,1,2,2,,CIL 2003-116,G-27,X-184B,403,Right,Complete,true,false,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:47,2018-12-08 17:01:44,,,false,,,,
6890,93,1,2,2,,CIL 2003-116,G-26,X-246E,203,Right,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-140,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:23,2018-12-08 17:01:40,,,false,,,,
6770,33,1,2,2,,CIL 2003-116,G-25,X-247G,406,Right,Incomplete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:23,2018-12-08 17:01:34,,,false,,,,
6758,77,1,2,2,,CIL 2003-116,G-25,X-247F,902,Right,Complete,true,false,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:23,2018-12-08 17:01:34,,,false,,,,
6726,77,1,2,2,,CIL 2003-116,G-25,X-247E,901,Left,Incomplete,true,true,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:23,2018-12-08 17:01:34,,,false,,,,
6629,117,1,2,2,,CIL 2003-116,G-25,X-247A,602,Right,Complete,true,true,false,false,false,true,false,,CIL 2003-116-I-99,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:23,2018-12-08 17:01:32,,,false,,,,
6649,77,1,2,2,,CIL 2003-116,G-25,X-247A,902,Right,Incomplete,true,false,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:23,2018-12-08 17:01:32,,,false,,,,
6280,72,1,2,2,,CIL 2003-116,G-24,X-239F,505,Left,Complete,true,false,false,false,false,true,false,,,,,System,App\Console\Commands\SEMeasuredCommand,2018-04-29 18:46:23,2018-12-08 17:01:25,,,false,,,,
