id,sb_id,name,reference,type,submethod,description,uses_feature_score,uses_composite_score,feature_groups,created_by,updated_by,created_at,updated_at,deleted_at,display_help,help_url
130,63,Mincer et al 1993,JFS 38:379-390,Age,"",Age estimation of White males by scoring third molar development,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mincer-hh-harris-ef-berryman-he-1993
197,63,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
198,64,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
199,65,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
200,66,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
201,67,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
202,68,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
203,69,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
204,70,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
205,71,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
206,72,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
207,73,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
208,74,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
209,75,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
210,76,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
299,76,Walker 2008,AJPA 136:39-50,Sex,"",Sex estimation by scoring cranial morphology,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#walker-pl-2008
28,77,Berg 2008,JFS 53(3):569-577,Age,"",Age estimate based on pubic symphysis morphology (for females),true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#berg-ge-2008
32,77,Brooks and Suchey 1990,Human Evolution 5:227-238,Age,"",Age estimation based on pubic symphysis morphology (better for older individuals and females),true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#brooks-s-suchey-jm-1990
33,77,Buckberry and Chamberlain 2002,AJPA 119:231-239,Age,"",Age estimation by scoring auricular surface morphology,true,true,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#buckberry-jl-chamberlain-at-2002
36,77,Buikstra and Ubelaker 1994,Standards for Data Collection from Human Skeletal Remains.  Arkansas Archaeological Survey Research Series No. 44,Sex,"",Sex estimation by scoring skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#buikstra-je-ubelaker-dh-1994
49,77,Lovejoy et al 1985,AJPA 68:15-28,Age,"",Age estimate based on auricular surface morphology,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#lovejoy-co-meindl-rs-pryzbeck-tr-mensforth-rp-1985
76,77,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,Pubic symphysis,Age estimation by scoring morphological features of the pubic symphysis,true,true,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
75,77,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,Epiphyseal fusion,Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
132,77,Osborne et al 2004,JFS 49(5):905-911,Age,"",Age estimation based on auricular surface morphology,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#osborne-dl-simmons-tl-nawrocki-sp-2004
133,77,Phenice 1969,AJPA 30:297-301,Sex,"",Sex estimation based on os coxa morphology,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#phenice-tw-1969
137,77,Samworth and Gowland 2007,IJO 17:174-188,Age,"",Age estimate based on features of the os coxa,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#samworth-r-gowland-r-2007
307,77,Schaefer 2008,A summary of epiphyseal union timings in Bosnian males. International Journal of Osteoarchaeology 18(5):536-545,Age,"",Age estimation based on epiphyseal fusion,true,false,,System,System,2018-12-08 16:50:35,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#schaefer-mc-2008
211,77,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
295,77,Walker 2005,AJPA 127:385-391,Sex,"",Sex estimation by scoring greater sciatic notch morphology,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#walker-pl-2005
212,79,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
213,80,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
214,81,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
215,82,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
216,83,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
217,84,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
218,85,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
219,86,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
220,87,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
221,88,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
222,89,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
223,90,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
224,91,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
225,92,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
77,93,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
302,93,Schaefer 2008,A summary of epiphyseal union timings in Bosnian males. International Journal of Osteoarchaeology 18(5):536-545,Age,"",Age estimation based on epiphyseal fusion,true,false,,System,System,2018-12-08 16:50:35,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#schaefer-mc-2008
226,93,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
79,94,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
228,94,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
80,95,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
229,95,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
81,96,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
230,96,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
82,97,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
231,97,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
83,98,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
232,98,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
84,99,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
233,99,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
85,100,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
234,100,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
86,101,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
235,101,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
87,102,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
236,102,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
88,103,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
237,103,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
43,104,Iscan et al 1984,JFS 29:1094-1104,Age,"",Age estimation based on the morphology of the sternal end of the fourth rib (Males),true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#iscan-my-loth-sr-wright-rk-1984
44,104,Iscan et al 1985,JFS 30:853-863,Age,"",Age estimation based on the morphology of the sternal end of the fourth rib (Females),true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#iscan-my-loth-sr-wright-rk-1985
89,104,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
238,104,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
90,105,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
239,105,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
91,106,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
240,106,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
92,107,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
241,107,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
93,108,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
242,108,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
94,109,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
243,109,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
95,110,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
244,110,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
96,111,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
245,111,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
97,112,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
246,112,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
98,113,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
247,113,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
99,114,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
248,114,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
100,115,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
310,115,Schaefer 2008,A summary of epiphyseal union timings in Bosnian males. International Journal of Osteoarchaeology 18(5):536-545,Age,"",Age estimation based on epiphyseal fusion,true,false,,System,System,2018-12-08 16:50:35,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#schaefer-mc-2008
249,115,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
250,116,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
101,117,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
309,117,Schaefer 2008,A summary of epiphyseal union timings in Bosnian males. International Journal of Osteoarchaeology 18(5):536-545,Age,"",Age estimation based on epiphyseal fusion,true,false,,System,System,2018-12-08 16:50:35,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#schaefer-mc-2008
251,117,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
252,118,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
253,120,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
102,122,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
254,122,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
103,123,McKern and Stewart 1957,Skeletal Age Changes in Young American Males.  Quartermaster Research and Development Command Technical Report.,Age,"",Age estimation by scoring epiphyseal closures,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#mckern-tw-stewart-td-1957
311,123,Schaefer 2008,A summary of epiphyseal union timings in Bosnian males. International Journal of Osteoarchaeology 18(5):536-545,Age,"",Age estimation based on epiphyseal fusion,true,false,,System,System,2018-12-08 16:50:35,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#schaefer-mc-2008
255,123,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
256,124,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
257,125,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
298,125,Walker 2008,AJPA 136:39-50,Sex,"",Sex estimation by scoring cranial morphology,true,false,,System,System,2018-04-29 18:35:21,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/methods/#walker-pl-2008
258,126,Schaefer et al 2009,Juvenile Osteology.  Elsevier.,Age,"",Age estimation based on various skeletal morphology,true,false,,System,System,2018-04-29 18:35:21,2018-04-29 18:35:21,2018-12-03 02:07:21,,
