se_id,measurement_id,org_id,project_id,measure,created_by,updated_by,created_at,updated_at,deleted_at
3454,147,2,2,28.12,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3454,148,2,2,32.5,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3455,137,2,2,365,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3455,138,2,2,83,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3455,139,2,2,48,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3455,140,2,2,37.18,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3455,141,2,2,25.05,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3455,146,2,2,37.03,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3455,147,2,2,26.59,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3455,148,2,2,37.08,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3456,153,2,2,362,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3456,154,2,2,14.24,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3456,155,2,2,15.84,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3456,156,2,2,8.91,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3456,157,2,2,23.07,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3468,101,2,2,208,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3468,102,2,2,141,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3468,105,2,2,59.86,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3468,114,2,2,23.23,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3468,115,2,2,33.02,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3468,116,2,2,15.53,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3468,117,2,2,54.88,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3471,53,2,2,351,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3471,54,2,2,60,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3471,55,2,2,46.32,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3471,56,2,2,23.24,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3471,57,2,2,19.63,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3471,58,2,2,48.76,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3471,59,2,2,42.96,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3471,60,2,2,19.54,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3471,61,2,2,24.4,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3472,53,2,2,353,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3472,54,2,2,61,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3472,55,2,2,50.63,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3472,56,2,2,24.69,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3472,57,2,2,18.22,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3472,58,2,2,48.94,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3472,59,2,2,46.33,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3472,60,2,2,18.22,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3472,61,2,2,25.33,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3473,62,2,2,264,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3473,65,2,2,24.43,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3473,66,2,2,12.22,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3473,67,2,2,17.18,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3473,68,2,2,16.62,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3473,69,2,2,17.88,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3473,70,2,2,11.1,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3473,71,2,2,32.97,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3474,62,2,2,265,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3474,66,2,2,11.24,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3474,67,2,2,15.69,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3474,68,2,2,16.15,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3474,69,2,2,15.97,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3474,70,2,2,9.8,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3474,71,2,2,32.03,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3475,75,2,2,11.07,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3475,76,2,2,14.75,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3475,80,2,2,10.68,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3475,81,2,2,9.15,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3475,82,2,2,23.01,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,118,2,2,484,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,119,2,2,481,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,120,2,2,81,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,121,2,2,47.74,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,122,2,2,34.59,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,123,2,2,27.3,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,124,2,2,29.89,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,125,2,2,30.36,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,131,2,2,27.23,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,132,2,2,29.21,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,133,2,2,31.62,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3476,134,2,2,31.75,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,118,2,2,487,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,119,2,2,485,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,120,2,2,91,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,121,2,2,50.61,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,122,2,2,32.55,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,123,2,2,29.11,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,124,2,2,32.67,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,125,2,2,27.58,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,131,2,2,29.72,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,132,2,2,27.17,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,133,2,2,31.88,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3477,134,2,2,33.58,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3478,137,2,2,386,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3478,138,2,2,77,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3478,139,2,2,50,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3478,140,2,2,39.9,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3478,141,2,2,27.97,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3478,146,2,2,38.53,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3478,147,2,2,26.75,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3478,148,2,2,36.93,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3479,137,2,2,387,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3479,138,2,2,83,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3479,139,2,2,52,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3479,140,2,2,39.34,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3479,141,2,2,27.16,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3479,146,2,2,34.85,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3479,147,2,2,24.32,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3479,148,2,2,34.67,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3480,153,2,2,379,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3480,154,2,2,16.76,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3480,155,2,2,16.86,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3480,156,2,2,8.64,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3480,157,2,2,28.68,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3494,50,2,2,39.28,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3494,51,2,2,28.9,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3494,52,2,2,47.1,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3495,101,2,2,226,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3495,102,2,2,164,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3495,105,2,2,65.04,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3495,114,2,2,24.49,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3495,115,2,2,40.13,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3495,116,2,2,12.51,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3495,117,2,2,56.27,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3496,101,2,2,224,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3496,102,2,2,166,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3496,105,2,2,68.76,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3496,114,2,2,25.8,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3496,115,2,2,39.32,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3496,116,2,2,13.26,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3496,117,2,2,58.9,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3497,53,2,2,321,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3497,54,2,2,61,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3497,55,2,2,47.51,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3497,56,2,2,23.33,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3497,57,2,2,19.05,System,System,2018-04-29 18:56:09,2018-04-29 18:56:09,
3497,58,2,2,43.61,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3497,60,2,2,19.05,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3497,61,2,2,24.08,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3498,53,2,2,321,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3498,54,2,2,62,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3498,55,2,2,46.88,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3498,56,2,2,24.42,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3498,57,2,2,18.54,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3498,58,2,2,44.47,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3498,59,2,2,40.36,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3498,60,2,2,18.54,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3498,61,2,2,24.44,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3499,62,2,2,252,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3499,65,2,2,23.08,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3499,66,2,2,13.15,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3499,67,2,2,15.97,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3499,68,2,2,19.87,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3499,69,2,2,17.2,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3499,70,2,2,11.45,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3499,71,2,2,33.68,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3500,62,2,2,251,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3500,65,2,2,24.54,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3500,66,2,2,11.72,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3500,67,2,2,13.83,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3500,68,2,2,18.29,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3500,69,2,2,15.16,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3500,70,2,2,10.11,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3500,71,2,2,32.25,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3501,72,2,2,270,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3501,75,2,2,13.4,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3501,76,2,2,18.23,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3501,77,2,2,239,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3501,80,2,2,10.5,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3501,81,2,2,9.12,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3501,82,2,2,23.42,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3504,72,2,2,266,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3504,75,2,2,14.87,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3504,76,2,2,18.68,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3504,77,2,2,233,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3504,80,2,2,12.39,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3504,81,2,2,10.99,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3504,82,2,2,24.6,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,118,2,2,451,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,119,2,2,448,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,120,2,2,84,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,121,2,2,47.7,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,122,2,2,30.77,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,123,2,2,29.3,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,124,2,2,31.07,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,125,2,2,27,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,131,2,2,29.64,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,132,2,2,27,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,133,2,2,30.6,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3508,134,2,2,32.68,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3509,139,2,2,51,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3509,148,2,2,36.82,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3510,50,2,2,36.42,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3510,51,2,2,28.54,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3510,52,2,2,44.43,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3511,101,2,2,222,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3511,102,2,2,158,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3511,105,2,2,64.57,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3511,114,2,2,29.87,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3511,115,2,2,38,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3511,116,2,2,13.1,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3511,117,2,2,56.57,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3512,101,2,2,223,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3512,102,2,2,161,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3512,105,2,2,64.85,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3512,114,2,2,29.49,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3512,115,2,2,38.96,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3512,116,2,2,12.58,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3512,117,2,2,57.29,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,1,2,2,191,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,3,2,2,139,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,5,2,2,136,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,6,2,2,101,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,7,2,2,97,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,8,2,2,66,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,9,2,2,53,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,10,2,2,123,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,11,2,2,68,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,12,2,2,93,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,13,2,2,101,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,18,2,2,40,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,19,2,2,34,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,20,2,2,96,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,21,2,2,19,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,22,2,2,117,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,23,2,2,112,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,24,2,2,103,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,26,2,2,34,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3513,27,2,2,30,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3528,29,2,2,32,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3528,32,2,2,105,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3528,33,2,2,112,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3528,36,2,2,60,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3528,37,2,2,78,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3528,38,2,2,127,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3534,53,2,2,326,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3534,54,2,2,59,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3534,55,2,2,45.07,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3534,56,2,2,21.93,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3534,57,2,2,18.35,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3534,58,2,2,46.31,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3534,59,2,2,39.97,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3534,60,2,2,18.28,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3534,61,2,2,21.89,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3535,53,2,2,326,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3535,54,2,2,60,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3535,55,2,2,44.15,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3535,56,2,2,25.25,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3535,57,2,2,17.92,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3535,58,2,2,45.81,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3535,59,2,2,41.18,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3535,60,2,2,17.91,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3535,61,2,2,26.14,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3536,62,2,2,242,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3536,65,2,2,23.21,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3536,66,2,2,12.53,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3536,67,2,2,16.58,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3536,68,2,2,17.37,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3536,69,2,2,17.92,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3536,70,2,2,11.9,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3536,71,2,2,31.51,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3537,72,2,2,261,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3537,75,2,2,13.15,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3537,76,2,2,13.99,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3537,77,2,2,229,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3537,80,2,2,10.84,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3537,81,2,2,9.67,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3537,82,2,2,23.93,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,118,2,2,452,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,119,2,2,451,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,121,2,2,47.04,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,122,2,2,29.58,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,123,2,2,27.65,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,124,2,2,29.53,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,125,2,2,26.52,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,131,2,2,28.04,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,132,2,2,25.88,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,133,2,2,30.54,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3538,134,2,2,31.27,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,118,2,2,451,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,119,2,2,450,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,120,2,2,82,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,121,2,2,46.86,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,122,2,2,29.83,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,123,2,2,24.05,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,124,2,2,30.8,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,125,2,2,27.31,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,131,2,2,28.5,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,132,2,2,27.34,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,133,2,2,30.2,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3539,134,2,2,30.68,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3540,137,2,2,360,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3540,138,2,2,77,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3540,139,2,2,48,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3540,140,2,2,31.9,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3540,141,2,2,23.04,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3540,146,2,2,28.87,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3540,147,2,2,22.42,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3540,148,2,2,32.68,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3546,137,2,2,358,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3546,138,2,2,78,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3546,139,2,2,49,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3546,140,2,2,33.61,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3546,141,2,2,25.19,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3546,146,2,2,32.17,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3546,147,2,2,20.52,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3546,148,2,2,36.61,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3551,153,2,2,345,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3551,154,2,2,16.25,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3551,155,2,2,16.51,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3551,156,2,2,10.53,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3551,157,2,2,26.24,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3552,153,2,2,344,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3552,154,2,2,17.98,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3552,155,2,2,17.98,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3552,156,2,2,10.5,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3552,157,2,2,26.13,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3553,48,2,2,159,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3553,49,2,2,109.34,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3553,50,2,2,37.5,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3553,51,2,2,29.45,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3553,52,2,2,45.54,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3554,101,2,2,215,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3554,102,2,2,163,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3554,105,2,2,70.35,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3554,114,2,2,28.46,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3554,115,2,2,38.35,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3554,116,2,2,13.82,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3554,117,2,2,60.34,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
3555,54,2,2,64,System,System,2018-04-29 18:57:21,2018-04-29 18:57:21,
